MonthYear,Year,Month,DepartmentID,CategoryID,BudgetedAmount
Feb-2023,2023,2,D07,C08,416922.73
Feb-2023,2023,2,D07,C09,76092.73
Feb-2023,2023,2,D07,C10,494492.51
Feb-2023,2023,2,D08,C01,763346.86
Feb-2023,2023,2,D08,C02,163460.59
Feb-2023,2023,2,D08,C03,303313.27
Feb-2023,2023,2,D08,C04,422493.8
Feb-2023,2023,2,D08,C05,376880.08
Feb-2023,2023,2,D08,C06,386183.01
Feb-2023,2023,2,D08,C07,762762.21
Feb-2023,2023,2,D08,C08,111098.75
Feb-2023,2023,2,D08,C09,175463.0
Feb-2023,2023,2,D08,C10,128665.01
Mar-2023,2023,3,D01,C01,603432.68
Mar-2023,2023,3,D01,C02,551195.01
Mar-2023,2023,3,D01,C03,850075.82
Mar-2023,2023,3,D01,C04,381152.05
Mar-2023,2023,3,D01,C05,167357.0
Mar-2023,2023,3,D01,C06,167345.35
Mar-2023,2023,3,D01,C07,385077.69
Mar-2023,2023,3,D01,C08,510363.08
Mar-2023,2023,3,D01,C09,299448.79
Mar-2023,2023,3,D01,C10,433999.06
Mar-2023,2023,3,D02,C01,359203.3
Mar-2023,2023,3,D02,C02,560466.46
Mar-2023,2023,3,D02,C03,919385.42
Mar-2023,2023,3,D02,C04,194559.79
Mar-2023,2023,3,D02,C05,179821.46
Mar-2023,2023,3,D02,C06,180584.38
Mar-2023,2023,3,D02,C07,554927.15
Mar-2023,2023,3,D02,C08,345457.36
Mar-2023,2023,3,D02,C09,231357.87
Mar-2023,2023,3,D02,C10,232663.67
Mar-2023,2023,3,D03,C01,767178.5
Mar-2023,2023,3,D03,C02,159375.53
Mar-2023,2023,3,D03,C03,546579.81
Mar-2023,2023,3,D03,C04,268952.77
Mar-2023,2023,3,D03,C05,312281.8
Mar-2023,2023,3,D03,C06,471239.99
Mar-2023,2023,3,D03,C07,482774.91
Mar-2023,2023,3,D03,C08,340375.23
Mar-2023,2023,3,D03,C09,295946.86
Mar-2023,2023,3,D03,C10,114435.55
Mar-2023,2023,3,D04,C01,764205.95
Mar-2023,2023,3,D04,C02,174363.15
Mar-2023,2023,3,D04,C03,389885.6
Mar-2023,2023,3,D04,C04,550311.71
Mar-2023,2023,3,D04,C05,558400.27
Mar-2023,2023,3,D04,C06,482455.92
Mar-2023,2023,3,D04,C07,555183.5
Mar-2023,2023,3,D04,C08,139175.63
Mar-2023,2023,3,D04,C09,332903.79
Mar-2023,2023,3,D04,C10,304593.65
Mar-2023,2023,3,D05,C01,429206.38
Mar-2023,2023,3,D05,C02,331170.45
Mar-2023,2023,3,D05,C03,368728.08
Mar-2023,2023,3,D05,C04,531201.75
Mar-2023,2023,3,D05,C05,216990.73
Mar-2023,2023,3,D05,C06,411998.26
Mar-2023,2023,3,D05,C07,560080.64
Mar-2023,2023,3,D05,C08,343192.85
Mar-2023,2023,3,D05,C09,277550.89
Mar-2023,2023,3,D05,C10,181284.7
Mar-2023,2023,3,D06,C01,1014013.39
Mar-2023,2023,3,D06,C02,466389.15
Mar-2023,2023,3,D06,C03,993254.27
Mar-2023,2023,3,D06,C04,524201.61
Mar-2023,2023,3,D06,C05,380785.69
Mar-2023,2023,3,D06,C06,537265.26
Mar-2023,2023,3,D06,C07,406059.83
Mar-2023,2023,3,D06,C08,186659.72
Mar-2023,2023,3,D06,C09,75703.98
Mar-2023,2023,3,D06,C10,249134.55
Mar-2023,2023,3,D07,C01,613187.33
Mar-2023,2023,3,D07,C02,223061.58
Mar-2023,2023,3,D07,C03,916828.88
Mar-2023,2023,3,D07,C04,264311.86
Mar-2023,2023,3,D07,C05,227691.37
Mar-2023,2023,3,D07,C06,354122.21
Mar-2023,2023,3,D07,C07,442237.72
Mar-2023,2023,3,D07,C08,479461.14
Mar-2023,2023,3,D07,C09,87506.63
Mar-2023,2023,3,D07,C10,568666.39
Mar-2023,2023,3,D08,C01,877848.89
Mar-2023,2023,3,D08,C02,187979.67
Mar-2023,2023,3,D08,C03,348810.26
Mar-2023,2023,3,D08,C04,485867.87
Mar-2023,2023,3,D08,C05,433412.1
Mar-2023,2023,3,D08,C06,444110.46
Mar-2023,2023,3,D08,C07,877176.54
Mar-2023,2023,3,D08,C08,127763.57
Mar-2023,2023,3,D08,C09,201782.46
Mar-2023,2023,3,D08,C10,147964.76
Apr-2023,2023,4,D01,C01,524724.07
Apr-2023,2023,4,D01,C02,479300.01
Apr-2023,2023,4,D01,C03,739196.37
Apr-2023,2023,4,D01,C04,331436.56
Apr-2023,2023,4,D01,C05,145527.83
Apr-2023,2023,4,D01,C06,145517.7
Apr-2023,2023,4,D01,C07,334850.17
Apr-2023,2023,4,D01,C08,443793.98
Apr-2023,2023,4,D01,C09,260390.25
Apr-2023,2023,4,D01,C10,377390.48
Apr-2023,2023,4,D02,C01,312350.7
Apr-2023,2023,4,D02,C02,487362.14
Apr-2023,2023,4,D02,C03,799465.58
Apr-2023,2023,4,D02,C04,169182.43
Apr-2023,2023,4,D02,C05,156366.49
Apr-2023,2023,4,D02,C06,157029.89
Apr-2023,2023,4,D02,C07,482545.35
Apr-2023,2023,4,D02,C08,300397.7
Apr-2023,2023,4,D02,C09,201180.76
Apr-2023,2023,4,D02,C10,202316.24
Apr-2023,2023,4,D03,C01,667111.74
Apr-2023,2023,4,D03,C02,138587.42
Apr-2023,2023,4,D03,C03,475286.79
Apr-2023,2023,4,D03,C04,233871.97
Apr-2023,2023,4,D03,C05,271549.39
Apr-2023,2023,4,D03,C06,409773.9
Apr-2023,2023,4,D03,C07,419804.27
Apr-2023,2023,4,D03,C08,295978.46
Apr-2023,2023,4,D03,C09,257345.1
Apr-2023,2023,4,D03,C10,99509.17
Apr-2023,2023,4,D04,C01,664526.91
Apr-2023,2023,4,D04,C02,151620.13
Apr-2023,2023,4,D04,C03,339030.96
Apr-2023,2023,4,D04,C04,478531.93
Apr-2023,2023,4,D04,C05,485565.45
Apr-2023,2023,4,D04,C06,419526.89
Apr-2023,2023,4,D04,C07,482768.26
Apr-2023,2023,4,D04,C08,121022.29
Apr-2023,2023,4,D04,C09,289481.56
Apr-2023,2023,4,D04,C10,264864.05
Apr-2023,2023,4,D05,C01,373222.94
Apr-2023,2023,4,D05,C02,287974.3
Apr-2023,2023,4,D05,C03,320633.11
Apr-2023,2023,4,D05,C04,461914.57
Apr-2023,2023,4,D05,C05,188687.59
Apr-2023,2023,4,D05,C06,358259.36
Apr-2023,2023,4,D05,C07,487026.65
Apr-2023,2023,4,D05,C08,298428.57
Apr-2023,2023,4,D05,C09,241348.6
Apr-2023,2023,4,D05,C10,157638.87
Apr-2023,2023,4,D06,C01,881750.78
Apr-2023,2023,4,D06,C02,405555.79
Apr-2023,2023,4,D06,C03,863699.36
Apr-2023,2023,4,D06,C04,455827.49
Apr-2023,2023,4,D06,C05,331117.99
Apr-2023,2023,4,D06,C06,467187.18
Apr-2023,2023,4,D06,C07,353095.5
Apr-2023,2023,4,D06,C08,162312.8
Apr-2023,2023,4,D06,C09,65829.55
Apr-2023,2023,4,D06,C10,216638.74
Apr-2023,2023,4,D07,C01,533206.37
Apr-2023,2023,4,D07,C02,193966.59
Apr-2023,2023,4,D07,C03,797242.51
Apr-2023,2023,4,D07,C04,229836.4
Apr-2023,2023,4,D07,C05,197992.49
Apr-2023,2023,4,D07,C06,307932.35
Apr-2023,2023,4,D07,C07,384554.53
Apr-2023,2023,4,D07,C08,416922.73
Apr-2023,2023,4,D07,C09,76092.73
Apr-2023,2023,4,D07,C10,494492.51
Apr-2023,2023,4,D08,C01,763346.86
Apr-2023,2023,4,D08,C02,163460.59
Apr-2023,2023,4,D08,C03,303313.27
Apr-2023,2023,4,D08,C04,422493.8
Apr-2023,2023,4,D08,C05,376880.08
Apr-2023,2023,4,D08,C06,386183.01
Apr-2023,2023,4,D08,C07,762762.21
Apr-2023,2023,4,D08,C08,111098.75
Apr-2023,2023,4,D08,C09,175463.0
Apr-2023,2023,4,D08,C10,128665.01
May-2023,2023,5,D01,C01,524724.07
May-2023,2023,5,D01,C02,479300.01
May-2023,2023,5,D01,C03,739196.37
May-2023,2023,5,D01,C04,331436.56
May-2023,2023,5,D01,C05,145527.83
May-2023,2023,5,D01,C06,145517.7
May-2023,2023,5,D01,C07,334850.17
May-2023,2023,5,D01,C08,443793.98
May-2023,2023,5,D01,C09,260390.25
May-2023,2023,5,D01,C10,377390.48
May-2023,2023,5,D02,C01,312350.7
May-2023,2023,5,D02,C02,487362.14
May-2023,2023,5,D02,C03,799465.58
May-2023,2023,5,D02,C04,169182.43
May-2023,2023,5,D02,C05,156366.49
May-2023,2023,5,D02,C06,157029.89
May-2023,2023,5,D02,C07,482545.35
May-2023,2023,5,D02,C08,300397.7
May-2023,2023,5,D02,C09,201180.76
May-2023,2023,5,D02,C10,202316.24
May-2023,2023,5,D03,C01,667111.74
May-2023,2023,5,D03,C02,138587.42
May-2023,2023,5,D03,C03,475286.79
May-2023,2023,5,D03,C04,233871.97
May-2023,2023,5,D03,C05,271549.39
May-2023,2023,5,D03,C06,409773.9
May-2023,2023,5,D03,C07,419804.27
May-2023,2023,5,D03,C08,295978.46
May-2023,2023,5,D03,C09,257345.1
May-2023,2023,5,D03,C10,99509.17
May-2023,2023,5,D04,C01,664526.91
May-2023,2023,5,D04,C02,151620.13
May-2023,2023,5,D04,C03,339030.96
May-2023,2023,5,D04,C04,478531.93
May-2023,2023,5,D04,C05,485565.45
May-2023,2023,5,D04,C06,419526.89
May-2023,2023,5,D04,C07,482768.26
May-2023,2023,5,D04,C08,121022.29
May-2023,2023,5,D04,C09,289481.56
May-2023,2023,5,D04,C10,264864.05
May-2023,2023,5,D05,C01,373222.94
May-2023,2023,5,D05,C02,287974.3
May-2023,2023,5,D05,C03,320633.11
May-2023,2023,5,D05,C04,461914.57
May-2023,2023,5,D05,C05,188687.59
May-2023,2023,5,D05,C06,358259.36
May-2023,2023,5,D05,C07,487026.65
May-2023,2023,5,D05,C08,298428.57
May-2023,2023,5,D05,C09,241348.6
May-2023,2023,5,D05,C10,157638.87
May-2023,2023,5,D06,C01,881750.78
May-2023,2023,5,D06,C02,405555.79
May-2023,2023,5,D06,C03,863699.36
May-2023,2023,5,D06,C04,455827.49
May-2023,2023,5,D06,C05,331117.99
May-2023,2023,5,D06,C06,467187.18
May-2023,2023,5,D06,C07,353095.5
May-2023,2023,5,D06,C08,162312.8
May-2023,2023,5,D06,C09,65829.55
May-2023,2023,5,D06,C10,216638.74
May-2023,2023,5,D07,C01,533206.37
May-2023,2023,5,D07,C02,193966.59
May-2023,2023,5,D07,C03,797242.51
May-2023,2023,5,D07,C04,229836.4
May-2023,2023,5,D07,C05,197992.49
May-2023,2023,5,D07,C06,307932.35
May-2023,2023,5,D07,C07,384554.53
May-2023,2023,5,D07,C08,416922.73
May-2023,2023,5,D07,C09,76092.73
May-2023,2023,5,D07,C10,494492.51
May-2023,2023,5,D08,C01,763346.86
May-2023,2023,5,D08,C02,163460.59
May-2023,2023,5,D08,C03,303313.27
May-2023,2023,5,D08,C04,422493.8
May-2023,2023,5,D08,C05,376880.08
May-2023,2023,5,D08,C06,386183.01
May-2023,2023,5,D08,C07,762762.21
May-2023,2023,5,D08,C08,111098.75
May-2023,2023,5,D08,C09,175463.0
May-2023,2023,5,D08,C10,128665.01
Jun-2023,2023,6,D01,C01,482746.15
Jun-2023,2023,6,D01,C02,440956.01
Jun-2023,2023,6,D01,C03,680060.66
Jun-2023,2023,6,D01,C04,304921.64
Jun-2023,2023,6,D01,C05,133885.6
Jun-2023,2023,6,D01,C06,133876.28
Jun-2023,2023,6,D01,C07,308062.15
Jun-2023,2023,6,D01,C08,408290.46
Jun-2023,2023,6,D01,C09,239559.03
Jun-2023,2023,6,D01,C10,347199.24
Jun-2023,2023,6,D02,C01,287362.64
Jun-2023,2023,6,D02,C02,448373.17
Jun-2023,2023,6,D02,C03,735508.34
Jun-2023,2023,6,D02,C04,155647.83
Jun-2023,2023,6,D02,C05,143857.17
Jun-2023,2023,6,D02,C06,144467.5
Jun-2023,2023,6,D02,C07,443941.72
Jun-2023,2023,6,D02,C08,276365.89
Jun-2023,2023,6,D02,C09,185086.3
Jun-2023,2023,6,D02,C10,186130.94
Jun-2023,2023,6,D03,C01,613742.8
Jun-2023,2023,6,D03,C02,127500.43
Jun-2023,2023,6,D03,C03,437263.85
Jun-2023,2023,6,D03,C04,215162.22
Jun-2023,2023,6,D03,C05,249825.44
Jun-2023,2023,6,D03,C06,376991.99
Jun-2023,2023,6,D03,C07,386219.93
Jun-2023,2023,6,D03,C08,272300.19
Jun-2023,2023,6,D03,C09,236757.49
Jun-2023,2023,6,D03,C10,91548.44
Jun-2023,2023,6,D04,C01,611364.76
Jun-2023,2023,6,D04,C02,139490.52
Jun-2023,2023,6,D04,C03,311908.48
Jun-2023,2023,6,D04,C04,440249.37
Jun-2023,2023,6,D04,C05,446720.22
Jun-2023,2023,6,D04,C06,385964.74
Jun-2023,2023,6,D04,C07,444146.8
Jun-2023,2023,6,D04,C08,111340.5
Jun-2023,2023,6,D04,C09,266323.03
Jun-2023,2023,6,D04,C10,243674.92
Jun-2023,2023,6,D05,C01,343365.11
Jun-2023,2023,6,D05,C02,264936.36
Jun-2023,2023,6,D05,C03,294982.46
Jun-2023,2023,6,D05,C04,424961.4
Jun-2023,2023,6,D05,C05,173592.58
Jun-2023,2023,6,D05,C06,329598.61
Jun-2023,2023,6,D05,C07,448064.51
Jun-2023,2023,6,D05,C08,274554.28
Jun-2023,2023,6,D05,C09,222040.71
Jun-2023,2023,6,D05,C10,145027.76
Jun-2023,2023,6,D06,C01,811210.71
Jun-2023,2023,6,D06,C02,373111.32
Jun-2023,2023,6,D06,C03,794603.42
Jun-2023,2023,6,D06,C04,419361.29
Jun-2023,2023,6,D06,C05,304628.55
Jun-2023,2023,6,D06,C06,429812.2
Jun-2023,2023,6,D06,C07,324847.86
Jun-2023,2023,6,D06,C08,149327.78
Jun-2023,2023,6,D06,C09,60563.19
Jun-2023,2023,6,D06,C10,199307.64
Jun-2023,2023,6,D07,C01,490549.86
Jun-2023,2023,6,D07,C02,178449.27
Jun-2023,2023,6,D07,C03,733463.11
Jun-2023,2023,6,D07,C04,211449.49
Jun-2023,2023,6,D07,C05,182153.09
Jun-2023,2023,6,D07,C06,283297.77
Jun-2023,2023,6,D07,C07,353790.17
Jun-2023,2023,6,D07,C08,383568.91
Jun-2023,2023,6,D07,C09,70005.31
Jun-2023,2023,6,D07,C10,454933.11
Jun-2023,2023,6,D08,C01,702279.11
Jun-2023,2023,6,D08,C02,150383.74
Jun-2023,2023,6,D08,C03,279048.21
Jun-2023,2023,6,D08,C04,388694.3
Jun-2023,2023,6,D08,C05,346729.68
Jun-2023,2023,6,D08,C06,355288.37
Jun-2023,2023,6,D08,C07,701741.23
Jun-2023,2023,6,D08,C08,102210.85
Jun-2023,2023,6,D08,C09,161425.96
Jun-2023,2023,6,D08,C10,118371.8
Jul-2023,2023,7,D01,C01,482746.15
Jul-2023,2023,7,D01,C02,440956.01
Jul-2023,2023,7,D01,C03,680060.66
Jul-2023,2023,7,D01,C04,304921.64
Jul-2023,2023,7,D01,C05,133885.6
Jul-2023,2023,7,D01,C06,133876.28
Jul-2023,2023,7,D01,C07,308062.15
Jul-2023,2023,7,D01,C08,408290.46
Jul-2023,2023,7,D01,C09,239559.03
Jul-2023,2023,7,D01,C10,347199.24
Jul-2023,2023,7,D02,C01,287362.64
Jul-2023,2023,7,D02,C02,448373.17
Jul-2023,2023,7,D02,C03,735508.34
Jul-2023,2023,7,D02,C04,155647.83
Jul-2023,2023,7,D02,C05,143857.17
Jul-2023,2023,7,D02,C06,144467.5
Jul-2023,2023,7,D02,C07,443941.72
Jul-2023,2023,7,D02,C08,276365.89
Jul-2023,2023,7,D02,C09,185086.3
Jul-2023,2023,7,D02,C10,186130.94
Jul-2023,2023,7,D03,C01,613742.8
Jul-2023,2023,7,D03,C02,127500.43
Jul-2023,2023,7,D03,C03,437263.85
Jul-2023,2023,7,D03,C04,215162.22
Jul-2023,2023,7,D03,C05,249825.44
Jul-2023,2023,7,D03,C06,376991.99
Jul-2023,2023,7,D03,C07,386219.93
Jul-2023,2023,7,D03,C08,272300.19
Jul-2023,2023,7,D03,C09,236757.49
Jul-2023,2023,7,D03,C10,91548.44
Jul-2023,2023,7,D04,C01,611364.76
Jul-2023,2023,7,D04,C02,139490.52
Jul-2023,2023,7,D04,C03,311908.48
Jul-2023,2023,7,D04,C04,440249.37
Jul-2023,2023,7,D04,C05,446720.22
Jul-2023,2023,7,D04,C06,385964.74
Jul-2023,2023,7,D04,C07,444146.8
Jul-2023,2023,7,D04,C08,111340.5
Jul-2023,2023,7,D04,C09,266323.03
Jul-2023,2023,7,D04,C10,243674.92
Jul-2023,2023,7,D05,C01,343365.11
Jul-2023,2023,7,D05,C02,264936.36
Jul-2023,2023,7,D05,C03,294982.46
Jul-2023,2023,7,D05,C04,424961.4
Jul-2023,2023,7,D05,C05,173592.58
Jul-2023,2023,7,D05,C06,329598.61
Jul-2023,2023,7,D05,C07,448064.51
Jul-2023,2023,7,D05,C08,274554.28
Jul-2023,2023,7,D05,C09,222040.71
Jul-2023,2023,7,D05,C10,145027.76
Jul-2023,2023,7,D06,C01,811210.71
Jul-2023,2023,7,D06,C02,373111.32
Jul-2023,2023,7,D06,C03,794603.42
Jul-2023,2023,7,D06,C04,419361.29
Jul-2023,2023,7,D06,C05,304628.55
Jul-2023,2023,7,D06,C06,429812.2
Jul-2023,2023,7,D06,C07,324847.86
Jul-2023,2023,7,D06,C08,149327.78
Jul-2023,2023,7,D06,C09,60563.19
Jul-2023,2023,7,D06,C10,199307.64
Jul-2023,2023,7,D07,C01,490549.86
Jul-2023,2023,7,D07,C02,178449.27
Jul-2023,2023,7,D07,C03,733463.11
Jul-2023,2023,7,D07,C04,211449.49
Jul-2023,2023,7,D07,C05,182153.09
Jul-2023,2023,7,D07,C06,283297.77
Jul-2023,2023,7,D07,C07,353790.17
Jul-2023,2023,7,D07,C08,383568.91
Jul-2023,2023,7,D07,C09,70005.31
Jul-2023,2023,7,D07,C10,454933.11
Jul-2023,2023,7,D08,C01,702279.11
Jul-2023,2023,7,D08,C02,150383.74
Jul-2023,2023,7,D08,C03,279048.21
Jul-2023,2023,7,D08,C04,388694.3
Jul-2023,2023,7,D08,C05,346729.68
Jul-2023,2023,7,D08,C06,355288.37
Jul-2023,2023,7,D08,C07,701741.23
Jul-2023,2023,7,D08,C08,102210.85
Jul-2023,2023,7,D08,C09,161425.96
Jul-2023,2023,7,D08,C10,118371.8
Aug-2023,2023,8,D01,C01,524724.07
Aug-2023,2023,8,D01,C02,479300.01
Aug-2023,2023,8,D01,C03,739196.37
Aug-2023,2023,8,D01,C04,331436.56
Aug-2023,2023,8,D01,C05,145527.83
Aug-2023,2023,8,D01,C06,145517.7
Aug-2023,2023,8,D01,C07,334850.17
Aug-2023,2023,8,D01,C08,443793.98
Aug-2023,2023,8,D01,C09,260390.25
Aug-2023,2023,8,D01,C10,377390.48
Aug-2023,2023,8,D02,C01,312350.7
Aug-2023,2023,8,D02,C02,487362.14
Aug-2023,2023,8,D02,C03,799465.58
Aug-2023,2023,8,D02,C04,169182.43
Aug-2023,2023,8,D02,C05,156366.49
Aug-2023,2023,8,D02,C06,157029.89
Aug-2023,2023,8,D02,C07,482545.35
Aug-2023,2023,8,D02,C08,300397.7
Aug-2023,2023,8,D02,C09,201180.76
Aug-2023,2023,8,D02,C10,202316.24
Aug-2023,2023,8,D03,C01,667111.74
Aug-2023,2023,8,D03,C02,138587.42
Aug-2023,2023,8,D03,C03,475286.79
Aug-2023,2023,8,D03,C04,233871.97
Aug-2023,2023,8,D03,C05,271549.39
Aug-2023,2023,8,D03,C06,409773.9
Aug-2023,2023,8,D03,C07,419804.27
Aug-2023,2023,8,D03,C08,295978.46
Aug-2023,2023,8,D03,C09,257345.1
Aug-2023,2023,8,D03,C10,99509.17
Aug-2023,2023,8,D04,C01,664526.91
Aug-2023,2023,8,D04,C02,151620.13
Aug-2023,2023,8,D04,C03,339030.96
Aug-2023,2023,8,D04,C04,478531.93
Aug-2023,2023,8,D04,C05,485565.45
Aug-2023,2023,8,D04,C06,419526.89
Aug-2023,2023,8,D04,C07,482768.26
Aug-2023,2023,8,D04,C08,121022.29
Aug-2023,2023,8,D04,C09,289481.56
Aug-2023,2023,8,D04,C10,264864.05
Aug-2023,2023,8,D05,C01,373222.94
Aug-2023,2023,8,D05,C02,287974.3
Aug-2023,2023,8,D05,C03,320633.11
Aug-2023,2023,8,D05,C04,461914.57
Aug-2023,2023,8,D05,C05,188687.59
Aug-2023,2023,8,D05,C06,358259.36
Aug-2023,2023,8,D05,C07,487026.65
Aug-2023,2023,8,D05,C08,298428.57
Aug-2023,2023,8,D05,C09,241348.6
Aug-2023,2023,8,D05,C10,157638.87
Aug-2023,2023,8,D06,C01,881750.78
Aug-2023,2023,8,D06,C02,405555.79
